Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,North America,NAC,1.78379395283622
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,North Macedonia,MKD,2.6800000667572
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Northern Mariana Islands,MNP,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Norway,NOR,0.829999983310699
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,OECD members,OED,2.12077958791834
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Oman,OMN,0.660000026226044
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Other small states,OSS,1.69349433949325
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Pacific island small states,PSS,0.665237344490229
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Pakistan,PAK,0.100000001490116
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Palau,PLW,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Panama,PAN,1.79999995231628
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Papua New Guinea,PNG,1.00999999046326
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Paraguay,PRY,2.52999997138977
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Peru,PER,2.44000005722046
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Philippines,PHL,1.89999997615814
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Poland,POL,2.58999991416931
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Portugal,PRT,2.82999992370605
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Post-demographic dividend,PST,2.04239672579085
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Pre-demographic dividend,PRE,1.03593954259925
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Puerto Rico,PRI,3.00999999046326
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Qatar,QAT,0.330000013113022
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Romania,ROU,0.660000026226044
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Russian Federation,RUS,0.860000014305115
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Rwanda,RWA,0.0399999991059303
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Samoa,WSM,2.5699999332428
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,San Marino,SMR,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Sao Tome and Principe,STP,0.449999988079071
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Saudi Arabia,SAU,0.200000002980232
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Senegal,SEN,0.430000007152557
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Serbia,SRB,2.33999991416931
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Seychelles,SYC,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Sierra Leone,SLE,2.78999996185303
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Singapore,SGP,3.46000003814697
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Sint Maarten (Dutch part),SXM,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Slovak Republic,SVK,1.86000001430511
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Slovenia,SVN,2.03999996185303
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Small states,SST,1.81369022894892
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Solomon Islands,SLB,0.379999995231628
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Somalia,SOM,0.469999998807907
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,South Africa,ZAF,2.25
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,South Asia,SAS,0.449968754961747
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,South Asia (IDA & IBRD),TSA,0.449968754961747
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,South Sudan,SSD,0.449999988079071
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Spain,ESP,3.28999996185303
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Sri Lanka,LKA,1.12000000476837
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,St. Kitts and Nevis,KNA,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,St. Lucia,LCA,3.86999988555908
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,St. Martin (French part),MAF,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,St. Vincent and the Grenadines,VCT,4.01000022888184
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Sub-Saharan Africa,SSF,1.05065572546521
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Sub-Saharan Africa (excluding high income),SSA,1.05065572546521
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,1.05065572546521
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Sudan,SDN,1.69000005722046
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Suriname,SUR,0.670000016689301
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Sweden,SWE,1.70000004768372
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Switzerland,CHE,3.32999992370605
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Syrian Arab Republic,SYR,0.430000007152557
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Tajikistan,TJK,0
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Tanzania,TZA,1.5900000333786
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Thailand,THA,1.51999998092651
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Timor-Leste,TLS,0.959999978542328
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Togo,TGO,1.12000000476837
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Tonga,TON,0.569999992847443
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Trinidad and Tobago,TTO,2.96000003814697
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Tunisia,TUN,2.88000011444092
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Turkey,TUR,1.20000004768372
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Turkmenistan,TKM,1.73000001907349
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Turks and Caicos Islands,TCA,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Tuvalu,TUV,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Uganda,UGA,3.04999995231628
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Ukraine,UKR,0.720000028610229
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,United Arab Emirates,ARE,1.02999997138977
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,United Kingdom,GBR,1.3400000333786
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,United States,USA,1.66999995708466
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Upper middle income,UMC,1.3297486746464
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Uruguay,URY,2.71000003814697
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Uzbekistan,UZB,0
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Vanuatu,VUT,0.340000003576279
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,"Venezuela, RB",VEN,1.12000000476837
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Vietnam,VNM,1.87000000476837
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Virgin Islands (U.S.),VIR,3.42000007629395
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,West Bank and Gaza,PSE,2.10999989509583
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,World,WLD,1.37120867133158
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,"Yemen, Rep.",YEM,1.62000000476837
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Zambia,ZMB,0.209999993443489
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Zimbabwe,ZWE,0.310000002384186
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Afghanistan,AFG,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Africa Eastern and Southern,AFE,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Africa Western and Central,AFW,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Albania,ALB,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Algeria,DZA,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,American Samoa,ASM,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Andorra,AND,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Angola,AGO,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Antigua and Barbuda,ATG,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Arab World,ARB,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Argentina,ARG,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Armenia,ARM,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Aruba,ABW,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Australia,AUS,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Austria,AUT,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Azerbaijan,AZE,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,"Bahamas, The",BHS,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Bahrain,BHR,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Bangladesh,BGD,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Barbados,BRB,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Belarus,BLR,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Belgium,BEL,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Belize,BLZ,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Benin,BEN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Bermuda,BMU,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Bhutan,BTN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Bolivia,BOL,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Bosnia and Herzegovina,BIH,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Botswana,BWA,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Brazil,BRA,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,British Virgin Islands,VGB,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Brunei Darussalam,BRN,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Bulgaria,BGR,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Burkina Faso,BFA,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Burundi,BDI,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Cabo Verde,CPV,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Cambodia,KHM,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Cameroon,CMR,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Canada,CAN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Caribbean small states,CSS,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Cayman Islands,CYM,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Central African Republic,CAF,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Central Europe and the Baltics,CEB,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Chad,TCD,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Channel Islands,CHI,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Chile,CHL,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,China,CHN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Colombia,COL,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Comoros,COM,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,"Congo, Dem. Rep.",COD,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,"Congo, Rep.",COG,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Costa Rica,CRI,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Cote d'Ivoire,CIV,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Croatia,HRV,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Cuba,CUB,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Curacao,CUW,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Cyprus,CYP,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Czech Republic,CZE,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Denmark,DNK,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Djibouti,DJI,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Dominica,DMA,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Dominican Republic,DOM,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Early-demographic dividend,EAR,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,East Asia & Pacific,EAS,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,East Asia & Pacific (excluding high income),EAP,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,East Asia & Pacific (IDA & IBRD),TEA,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Ecuador,ECU,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,"Egypt, Arab Rep.",EGY,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,El Salvador,SLV,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Equatorial Guinea,GNQ,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Eritrea,ERI,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Estonia,EST,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Eswatini,SWZ,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Ethiopia,ETH,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Euro area,EMU,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Europe & Central Asia,ECS,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Europe & Central Asia (excluding high income),ECA,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Europe & Central Asia (IDA & IBRD),TEC,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,European Union,EUU,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Faroe Islands,FRO,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Fiji,FJI,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Finland,FIN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Fragile and conflict affected situations,FCS,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,France,FRA,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,French Polynesia,PYF,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Gabon,GAB,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,"Gambia, The",GMB,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Georgia,GEO,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Germany,DEU,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Ghana,GHA,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Gibraltar,GIB,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Greece,GRC,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Greenland,GRL,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Grenada,GRD,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Guam,GUM,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Guatemala,GTM,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Guinea,GIN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Guinea-Bissau,GNB,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Guyana,GUY,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Haiti,HTI,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Heavily indebted poor countries (HIPC),HPC,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,High income,HIC,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Honduras,HND,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,"Hong Kong SAR, China",HKG,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Hungary,HUN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,IBRD only,IBD,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Iceland,ISL,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,IDA & IBRD total,IBT,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,IDA blend,IDB,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,IDA only,IDX,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,IDA total,IDA,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,India,IND,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Indonesia,IDN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,"Iran, Islamic Rep.",IRN,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Iraq,IRQ,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Ireland,IRL,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Isle of Man,IMN,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Israel,ISR,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Italy,ITA,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Jamaica,JAM,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Japan,JPN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Jordan,JOR,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Kazakhstan,KAZ,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Kenya,KEN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Kiribati,KIR,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,"Korea, Dem. People's Rep.",PRK,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,"Korea, Rep.",KOR,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Kosovo,XKX,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Kuwait,KWT,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Kyrgyz Republic,KGZ,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Lao PDR,LAO,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Late-demographic dividend,LTE,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Latin America & Caribbean,LCN,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Latin America & Caribbean (excluding high income),LAC,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Latin America & Caribbean (IDA & IBRD),TLA,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Latvia,LVA,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Least developed countries: UN classification,LDC,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Lebanon,LBN,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Lesotho,LSO,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Liberia,LBR,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Libya,LBY,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Liechtenstein,LIE,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Lithuania,LTU,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Low & middle income,LMY,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Low income,LIC,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Lower middle income,LMC,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Luxembourg,LUX,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,"Macao SAR, China",MAC,..
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Madagascar,MDG,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Malawi,MWI,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Malaysia,MYS,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Maldives,MDV,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Mali,MLI,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Malta,MLT,1
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Marshall Islands,MHL,0
Law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,Mauritania,MRT,1
